"ID","Gender","Status","Children","EstIncome","Car Owner","Age","LongDistance","International","Local","Dropped","Paymethod","LocalBilltype","LongDistanceBilltype","Usage","RatePlan","CHURN"
"1087","F","M","2.000000","59613.100000","N","34.320000","12.370000","0.000000","163.410000","0.000000","CC","Budget","Intnl_discount","175.780000","4.000000","T"
"110","F","S","2.000000","21021.600000","Y","62.753333","1.000000","0.000000","11.190000","0.000000","CC","Budget","Standard","14.950000","3.000000","T"
"111","M","S","0.000000","74460.700000","Y","55.340000","25.530000","0.990000","179.930000","0.000000","CC","FreeLocal","Standard","206.460000","2.000000","T"
"1112","F","M","0.000000","80405.100000","N","60.226667","2.910000","8.950000","17.110000","0.000000","CC","FreeLocal","Standard","28.980000","4.000000","F"
"1119","F","M","2.000000","77551.100000","Y","33.600000","20.530000","0.000000","41.890000","1.000000","CC","Budget","Intnl_discount","62.420000","3.000000","F"
"1120","F","M","0.000000","38538.400000","N","12.326667","22.860000","8.320000","16.480000","0.000000","CC","FreeLocal","Standard","47.660000","1.000000","T"
"1127","M","M","0.000000","92881.800000","N","21.380000","2.150000","6.120000","85.290000","0.000000","CC","FreeLocal","Standard","93.570000","2.000000","F"
"1134","M","S","2.000000","21021.600000","Y","62.753333","2.000000","0.000000","11.190000","0.000000","CC","Budget","Standard","14.950000","2.000000","F"
"1135","M","S","0.000000","74460.700000","Y","55.340000","25.530000","0.990000","179.930000","0.000000","CC","FreeLocal","Standard","206.460000","2.000000","T"
"1157","M","M","2.000000","42750.300000","Y","50.493333","20.590000","1.970000","112.400000","0.000000","Auto","Budget","Intnl_discount","134.970000","2.000000","F"
"1159","F","S","2.000000","2842.550000","N","45.920000","0.000000","0.000000","0.790000","0.000000","Auto","Budget","Intnl_discount","0.790000","4.000000","T"
"1160","M","M","2.000000","22358.100000","N","52.626667","15.540000","1.520000","12.190000","0.000000","CC","Budget","Standard","29.250000","3.000000","F"
"1178","M","S","0.000000","65000.000000","Y","52.266667","11.630000","9.700000","115.660000","1.000000","Auto","FreeLocal","Intnl_discount","137.000000","1.000000","T"
"1185","F","S","2.000000","76231.900000","N","63.806667","2.010000","0.000000","150.750000","0.000000","Auto","FreeLocal","Standard","152.760000","3.000000","F"
"1190","M","M","1.000000","64792.300000","N","52.146667","13.050000","1.510000","36.840000","0.000000","CH","FreeLocal","Standard","51.410000","1.000000","T"
"1198","M","M","1.000000","63437.300000","N","63.653333","0.680000","3.350000","10.940000","0.000000","CC","Budget","Intnl_discount","14.980000","4.000000","T"
"120","F","M","2.000000","62061.800000","Y","45.920000","29.860000","0.000000","52.220000","0.000000","Auto","FreeLocal","Standard","82.080000","2.000000","F"
"1202","M","M","2.000000","49910.700000","Y","51.520000","27.420000","0.000000","23.720000","0.000000","CC","Budget","Standard","51.140000","4.000000","F"
"1204","M","M","1.000000","76161.400000","Y","44.573333","11.960000","0.000000","25.580000","0.000000","CC","FreeLocal","Standard","37.550000","3.000000","T"
"1216","M","M","0.000000","60102.700000","N","42.140000","9.840000","0.000000","62.440000","1.000000","CH","FreeLocal","Standard","72.290000","3.000000","T"
"1229","F","M","0.000000","28770.900000","N","12.340000","27.990000","5.320000","16.270000","0.000000","CH","FreeLocal","Standard","49.600000","3.000000","T"
"1230","F","M","2.000000","87578.200000","Y","53.366667","0.290000","0.000000","22.150000","0.000000","CC","Budget","Standard","22.440000","4.000000","F"
"1233","F","S","2.000000","76791.200000","N","43.000000","20.710000","0.000000","23.000000","0.000000","CC","Budget","Intnl_discount","43.710000","3.000000","F"
"1249","F","M","0.000000","83287.000000","N","42.000000","0.570000","0.000000","23.890000","2.000000","Auto","Budget","Standard","24.460000","3.000000","F"
"1253","F","S","0.000000","27498.100000","N","70.000000","2.200000","0.000000","9.880000","0.000000","CC","Budget","Intnl_discount","12.080000","2.000000","F"
"1255","F","M","2.000000","21419.900000","N","59.833333","26.390000","0.000000","103.120000","0.000000","CC","FreeLocal","Standard","129.510000","4.000000","F"
"1256","F","M","2.000000","30665.200000","Y","22.880000","5.830000","8.320000","63.280000","0.000000","Auto","FreeLocal","Standard","77.440000","3.000000","F"
"1260","F","S","2.000000","23464.000000","Y","55.000000","22.430000","0.000000","41.710000","0.000000","CC","Budget","Intnl_discount","64.140000","3.000000","T"
"1271","M","M","0.000000","80000.000000","N","56.193333","3.930000","3.730000","26.690000","1.000000","CC","FreeLocal","Standard","34.350000","1.000000","T"
"1273","M","M","2.000000","47639.100000","N","61.000000","17.480000","0.000000","39.620000","0.000000","CC","Budget","Intnl_discount","57.110000","4.000000","F"
"1277","F","M","0.000000","71816.100000","Y","60.000000","26.570000","0.000000","25.260000","0.000000","CC","FreeLocal","Standard","51.830000","4.000000","F"
"1279","F","S","0.000000","39461.000000","N","22.226667","22.870000","0.280000","103.520000","1.000000","CC","FreeLocal","Standard","126.680000","2.000000","T"
"1287","F","M","1.000000","87404.600000","N","63.186667","21.630000","0.000000","139.200000","0.000000","Auto","Budget","Standard","160.840000","4.000000","F"
"1297","F","S","1.000000","27783.600000","N","14.040000","4.970000","6.530000","18.070000","0.000000","CC","FreeLocal","Standard","29.580000","2.000000","T"
"130","F","S","2.000000","83073.700000","N","39.553333","0.000000","0.000000","3.200000","0.000000","CC","Budget","Standard","3.200000","4.000000","F"
"1302","F","M","0.000000","55000.000000","N","48.373333","0.370000","0.000000","28.660000","0.000000","CC","FreeLocal","Standard","29.040000","4.000000","T"
"1304","M","S","1.000000","76529.800000","N","58.280000","18.460000","5.360000","20.050000","0.000000","CC","Budget","Standard","43.890000","2.000000","T"
"1311","F","M","0.000000","53432.200000","Y","57.000000","12.560000","0.000000","83.480000","0.000000","CH","FreeLocal","Standard","96.040000","1.000000","F"
"1318","F","S","1.000000","33084.300000","Y","50.313333","19.770000","0.000000","105.280000","0.000000","CH","Budget","Standard","125.050000","1.000000","F"
"1320","M","M","0.000000","62724.500000","Y","55.000000","21.990000","8.290000","52.400000","0.000000","Auto","FreeLocal","Standard","82.690000","4.000000","F"
"1333","F","S","0.000000","42000.000000","N","16.060000","26.010000","0.000000","108.440000","0.000000","CC","Budget","Standard","134.450000","2.000000","T"
"1334","F","S","0.000000","38000.000000","N","22.433333","22.960000","8.280000","75.270000","0.000000","CH","Budget","Intnl_discount","106.530000","2.000000","T"
"1335","F","M","1.000000","81641.200000","Y","19.000000","13.930000","6.610000","78.210000","0.000000","CC","FreeLocal","Standard","98.760000","2.000000","T"
"1339","F","S","2.000000","11251.100000","Y","43.000000","28.420000","0.000000","113.480000","0.000000","CC","FreeLocal","Standard","141.910000","2.000000","T"
"1341","M","M","0.000000","70908.700000","N","49.620000","7.700000","4.550000","43.200000","0.000000","CC","FreeLocal","Standard","55.470000","1.000000","T"
"1344","F","M","2.000000","50622.300000","N","40.460000","20.450000","2.070000","90.190000","0.000000","Auto","FreeLocal","Standard","112.720000","3.000000","F"
"135","F","S","2.000000","2842.550000","N","45.920000","0.000000","0.000000","0.790000","0.000000","Auto","Budget","Intnl_discount","0.790000","2.000000","T"
"1356","F","S","2.000000","3416.620000","Y","22.760000","18.970000","0.000000","104.730000","0.000000","CC","Budget","Standard","123.700000","2.000000","T"
"1363","F","S","0.000000","92564.100000","Y","49.133333","23.170000","0.000000","51.680000","0.000000","Auto","FreeLocal","Standard","74.860000","1.000000","F"
"1367","F","M","2.000000","48322.500000","Y","49.333333","6.690000","0.000000","43.600000","0.000000","CC","FreeLocal","Standard","50.290000","2.000000","F"
"1370","F","M","2.000000","81913.800000","Y","49.660000","6.700000","0.000000","46.330000","0.000000","CC","FreeLocal","Standard","53.030000","2.000000","F"
"1375","F","M","2.000000","24482.800000","N","33.533333","0.000000","0.000000","2.000000","0.000000","CH","Budget","Intnl_discount","2.000000","1.000000","F"
"1377","F","M","0.000000","14573.600000","N","64.606667","26.610000","0.000000","236.970000","0.000000","CC","Budget","Standard","263.580000","4.000000","F"
"1380","F","S","0.000000","17138.200000","N","63.786667","20.010000","0.000000","84.670000","0.000000","CC","FreeLocal","Intnl_discount","104.690000","4.000000","T"
"1382","F","M","2.000000","47010.100000","N","57.406667","2.540000","0.000000","164.760000","0.000000","CC","Budget","Intnl_discount","167.310000","1.000000","F"
"139","F","S","2.000000","6440.460000","Y","52.646667","22.660000","0.000000","27.200000","0.000000","CH","Budget","Standard","49.860000","1.000000","F"
"1403","F","M","2.000000","68462.800000","N","34.400000","24.390000","5.930000","60.510000","0.000000","CC","FreeLocal","Standard","90.840000","4.000000","F"
"1412","F","M","1.000000","82931.300000","N","64.640000","19.240000","0.000000","118.000000","0.000000","Auto","FreeLocal","Standard","137.250000","2.000000","F"
"1431","F","M","2.000000","84948.000000","Y","29.446667","11.140000","0.000000","12.580000","0.000000","CH","FreeLocal","Intnl_discount","23.730000","2.000000","F"
"1438","M","M","2.000000","21416.500000","N","35.653333","9.900000","9.170000","8.530000","0.000000","CC","FreeLocal","Intnl_discount","27.610000","1.000000","F"
"1445","M","M","0.000000","60101.100000","Y","63.766667","27.700000","6.110000","124.140000","2.000000","CH","FreeLocal","Standard","157.960000","4.000000","T"
"1452","M","S","0.000000","89142.700000","N","53.693333","3.760000","8.130000","5.010000","0.000000","CC","Budget","Intnl_discount","16.910000","3.000000","T"
"1455","F","S","0.000000","40120.000000","N","24.000000","37.000000","0.000000","262.910000","0.000000","CC","Budget","Standard","265.780000","3.000000","T"
"1460","F","M","2.000000","76289.200000","N","48.206667","22.200000","0.000000","82.430000","0.000000","CC","Budget","Intnl_discount","104.630000","3.000000","F"
"1467","F","S","2.000000","43000.000000","N","20.000000","39.000000","0.000000","35.730000","0.000000","Auto","Budget","Standard","41.780000","1.000000","T"
"1468","F","D","1.000000","77726.400000","N","56.720000","14.000000","0.000000","9.510000","0.000000","Auto","Budget","Intnl_discount","23.520000","2.000000","F"
"1491","M","S","0.000000","80221.200000","N","29.026667","2.000000","0.000000","49.560000","0.000000","Auto","FreeLocal","Standard","50.480000","2.000000","F"
"1495","M","M","2.000000","90103.700000","N","34.946667","12.230000","8.870000","45.340000","0.000000","CC","Budget","Intnl_discount","66.450000","2.000000","F"
"1496","F","M","0.000000","59008.400000","Y","30.180000","12.860000","0.000000","18.730000","0.000000","CC","Budget","Standard","31.590000","1.000000","T"
"1500","F","S","0.000000","64319.200000","N","41.226667","3.010000","0.000000","37.150000","0.000000","CH","Budget","Intnl_discount","40.160000","1.000000","T"
"1508","F","M","0.000000","2031.610000","N","20.300000","21.640000","0.000000","87.400000","0.000000","CC","Budget","Standard","109.040000","3.000000","T"
"1512","F","S","2.000000","16938.500000","N","43.000000","13.350000","0.000000","8.760000","0.000000","CH","FreeLocal","Standard","22.110000","4.000000","F"
"1523","F","S","1.000000","49072.000000","N","62.000000","23.500000","0.000000","10.740000","0.000000","Auto","Budget","Intnl_discount","34.250000","2.000000","F"
"1530","F","S","0.000000","95786.800000","Y","46.000000","21.330000","0.000000","87.460000","0.000000","CC","Budget","Standard","108.790000","4.000000","F"
"1532","M","S","0.000000","90321.600000","N","55.113333","0.870000","0.000000","11.520000","0.000000","CC","FreeLocal","Intnl_discount","12.390000","3.000000","T"
"1533","M","S","0.000000","90478.600000","N","54.553333","18.020000","0.000000","136.470000","0.000000","CH","FreeLocal","Standard","154.490000","2.000000","T"
"1542","M","M","2.000000","29616.000000","N","49.426667","29.780000","0.000000","45.500000","0.000000","CH","FreeLocal","Standard","75.290000","1.000000","F"
"1550","F","M","2.000000","52004.800000","N","25.140000","5.030000","0.000000","23.110000","0.000000","CH","Budget","Intnl_discount","28.140000","2.000000","F"
"1554","M","M","1.000000","75004.500000","N","64.800000","26.520000","0.000000","32.190000","0.000000","CC","Budget","Intnl_discount","58.720000","2.000000","F"
"1572","F","S","1.000000","17540.700000","Y","62.786667","22.170000","0.570000","13.450000","0.000000","Auto","Budget","Standard","36.200000","4.000000","T"
"1589","F","M","1.000000","57063.000000","Y","52.333333","16.790000","0.000000","81.300000","0.000000","CH","Budget","Standard","98.100000","4.000000","F"
"1596","F","S","1.000000","7737.940000","N","42.666667","11.050000","0.000000","50.840000","0.000000","CC","FreeLocal","Standard","61.900000","3.000000","T"
"1597","M","S","2.000000","65000.000000","N","45.000000","21.370000","0.000000","293.240000","0.000000","CH","Budget","Standard","314.620000","1.000000","T"
"1599","F","M","2.000000","59613.100000","N","34.320000","12.370000","0.000000","163.410000","0.000000","CC","Budget","Intnl_discount","175.780000","1.000000","T"
"1607","F","M","2.000000","42031.800000","N","50.753333","20.450000","0.000000","39.330000","0.000000","CH","Budget","Intnl_discount","59.780000","3.000000","F"
"1611","F","S","0.000000","68427.400000","N","42.393333","23.760000","0.000000","50.050000","0.000000","Auto","FreeLocal","Standard","73.810000","2.000000","F"
"1616","F","S","2.000000","66182.700000","Y","62.480000","11.700000","0.000000","47.170000","0.000000","Auto","Budget","Standard","58.870000","2.000000","F"
"1619","F","M","2.000000","35976.500000","Y","48.853333","18.850000","0.000000","31.780000","0.000000","Auto","FreeLocal","Intnl_discount","50.630000","4.000000","T"
"1647","M","S","0.000000","74460.700000","Y","55.340000","25.530000","0.990000","179.930000","0.000000","CC","FreeLocal","Standard","206.460000","2.000000","T"
"1650","F","S","2.000000","28787.400000","N","41.666667","27.970000","0.000000","58.090000","0.000000","Auto","Budget","Standard","86.060000","1.000000","T"
"1660","M","M","2.000000","1765.410000","N","18.766667","3.040000","0.000000","44.950000","0.000000","CC","FreeLocal","Standard","47.990000","3.000000","F"
"1663","F","S","2.000000","19131.100000","N","56.186667","22.150000","0.000000","34.910000","0.000000","Auto","Budget","Standard","57.070000","4.000000","T"
"1671","F","S","2.000000","2842.550000","N","45.920000","0.000000","0.000000","0.790000","0.000000","Auto","Budget","Intnl_discount","0.790000","3.000000","T"
"1677","M","M","1.000000","63900.900000","N","28.333333","8.360000","0.000000","39.040000","0.000000","CC","Budget","Standard","47.400000","2.000000","F"
"1684","M","M","2.000000","91272.200000","Y","25.033333","26.990000","0.000000","13.010000","0.000000","CC","FreeLocal","Standard","40.000000","2.000000","F"
"1718","F","S","1.000000","12686.000000","N","64.800000","23.230000","0.000000","80.640000","0.000000","Auto","Budget","Standard","103.880000","3.000000","T"
"1739","F","M","2.000000","48238.800000","N","34.706667","23.280000","0.000000","168.030000","0.000000","CC","FreeLocal","Standard","191.320000","1.000000","F"
"1749","F","S","0.000000","30763.800000","Y","14.193333","21.320000","0.000000","35.850000","0.000000","CC","Budget","Standard","57.170000","2.000000","T"
"1750","F","M","2.000000","3193.600000","N","54.046667","4.190000","0.000000","114.620000","1.000000","CH","Budget","Standard","118.820000","2.000000","F"
"1758","M","S","0.000000","68000.000000","N","63.353333","4.580000","7.660000","8.490000","0.000000","CC","Budget","Standard","20.740000","4.000000","T"
"1760","M","M","0.000000","69343.300000","N","42.166667","6.360000","0.000000","15.540000","0.000000","CC","FreeLocal","Standard","21.910000","4.000000","T"
"1773","F","M","2.000000","194.570000","N","70.000000","28.260000","0.000000","38.950000","0.000000","CC","FreeLocal","Standard","67.210000","2.000000","F"
"1778","F","M","1.000000","66921.400000","Y","52.646667","15.700000","0.000000","8.970000","0.000000","CC","FreeLocal","Intnl_discount","24.670000","4.000000","F"
"178","M","M","2.000000","49910.700000","Y","51.520000","27.420000","0.000000","23.720000","0.000000","CC","Budget","Standard","51.140000","3.000000","F"
"1785","M","M","2.000000","47639.100000","N","43.000000","17.480000","0.000000","39.620000","0.000000","CC","Budget","Intnl_discount","57.110000","1.000000","F"
"1786","F","M","2.000000","63234.500000","Y","52.360000","0.000000","0.000000","1.160000","0.000000","CH","FreeLocal","Intnl_discount","1.160000","1.000000","F"
"1790","F","M","2.000000","18296.400000","Y","42.626667","0.080000","0.000000","10.390000","0.000000","CC","FreeLocal","Standard","10.470000","3.000000","F"
"1791","F","S","0.000000","39461.000000","N","22.226667","22.870000","0.280000","103.520000","1.000000","CC","FreeLocal","Standard","126.680000","1.000000","T"
"1797","F","S","2.000000","86747.100000","N","64.853333","20.150000","0.000000","37.240000","0.000000","Auto","Budget","Standard","57.400000","1.000000","F"
"1809","F","S","1.000000","27783.600000","N","14.040000","4.970000","6.530000","18.070000","0.000000","CC","FreeLocal","Standard","29.580000","2.000000","T"
"1815","F","M","2.000000","809.430000","Y","31.913333","0.000000","0.000000","2.890000","0.000000","CH","FreeLocal","Intnl_discount","2.890000","3.000000","F"
"1816","M","S","1.000000","76529.800000","N","58.280000","18.460000","5.360000","20.050000","0.000000","CC","Budget","Standard","43.890000","1.000000","T"
"1820","F","S","2.000000","19008.400000","Y","52.166667","10.540000","0.000000","137.190000","0.000000","CC","FreeLocal","Standard","147.740000","2.000000","T"
"1844","F","S","0.000000","5185.310000","N","62.053333","16.390000","5.990000","30.510000","0.000000","CC","FreeLocal","Intnl_discount","52.900000","1.000000","T"
"1851","F","S","2.000000","11251.100000","Y","47.000000","28.420000","0.000000","113.480000","0.000000","CC","FreeLocal","Standard","141.910000","4.000000","T"
"1856","F","M","2.000000","50622.300000","N","40.460000","20.450000","2.070000","90.190000","0.000000","Auto","FreeLocal","Standard","112.720000","1.000000","F"
"1875","F","S","0.000000","92564.100000","Y","49.133333","23.170000","0.000000","51.680000","0.000000","Auto","FreeLocal","Standard","74.860000","3.000000","F"
"1879","F","M","2.000000","48322.500000","Y","49.333333","6.690000","0.000000","43.600000","0.000000","CC","FreeLocal","Standard","50.290000","1.000000","F"
"1892","F","S","0.000000","17138.200000","N","63.786667","20.010000","0.000000","84.670000","0.000000","CC","FreeLocal","Intnl_discount","104.690000","3.000000","T"
"1897","M","M","1.000000","69406.700000","Y","46.826667","6.900000","7.210000","128.100000","1.000000","CC","FreeLocal","Standard","142.230000","4.000000","T"
"1899","F","M","2.000000","83259.300000","N","50.880000","0.000000","0.000000","4.460000","0.000000","CC","Budget","Standard","4.460000","2.000000","F"
"190","M","M","2.000000","57360.800000","Y","53.253333","10.360000","0.000000","57.250000","0.000000","CC","FreeLocal","Standard","67.610000","1.000000","F"
"1902","M","M","1.000000","20818.500000","N","12.680000","9.130000","6.290000","47.850000","0.000000","Auto","FreeLocal","Standard","63.280000","2.000000","F"
"1906","F","M","2.000000","2185.600000","N","52.513333","7.120000","0.000000","20.950000","1.000000","CH","Budget","Standard","28.070000","4.000000","F"
"191","M","M","0.000000","92414.700000","Y","45.513333","29.430000","0.000000","10.620000","0.000000","CC","FreeLocal","Standard","40.060000","4.000000","T"
"1911","F","M","2.000000","11234.700000","Y","49.046667","0.690000","0.000000","112.720000","0.000000","CC","Budget","Standard","113.420000","4.000000","F"
"1915","F","M","2.000000","68462.800000","N","34.400000","24.390000","5.930000","60.510000","0.000000","CC","FreeLocal","Standard","90.840000","1.000000","F"
"1937","F","M","2.000000","91861.000000","Y","41.980000","15.320000","0.000000","6.740000","0.000000","CC","Budget","Standard","22.060000","1.000000","F"
"194","F","M","2.000000","17888.700000","N","55.000000","29.410000","0.000000","332.460000","0.000000","CC","Budget","Standard","361.880000","1.000000","F"
"1955","M","S","1.000000","3960.500000","N","14.693333","29.780000","0.000000","66.350000","0.000000","Auto","FreeLocal","Standard","96.130000","2.000000","T"
"1957","M","M","0.000000","60101.100000","Y","63.766667","27.700000","6.110000","124.140000","2.000000","CH","FreeLocal","Standard","157.960000","4.000000","T"
"1959","F","M","1.000000","13829.400000","N","19.000000","42.000000","0.000000","160.420000","0.000000","CC","FreeLocal","Standard","176.610000","2.000000","T"
"1965","F","S","0.000000","74530.800000","N","63.086667","20.890000","0.490000","106.500000","0.000000","Auto","FreeLocal","Intnl_discount","127.890000","3.000000","F"
"1986","F","M","2.000000","90271.600000","N","44.926667","13.960000","0.000000","96.430000","0.000000","CC","FreeLocal","Standard","110.400000","2.000000","F"
"1998","F","S","0.000000","15989.300000","N","61.693333","3.670000","0.000000","25.490000","1.000000","CC","Budget","Intnl_discount","29.170000","1.000000","T"
"2001","M","M","0.000000","96681.000000","Y","19.760000","8.000000","7.660000","40.920000","0.000000","CC","Budget","Standard","73.760000","2.000000","F"
"2002","M","S","0.000000","62705.900000","Y","38.000000","9.000000","0.000000","6.810000","0.000000","CC","FreeLocal","Intnl_discount","33.440000","2.000000","F"
"2008","F","M","0.000000","59008.400000","Y","30.180000","12.860000","0.000000","18.730000","0.000000","CC","Budget","Standard","31.590000","1.000000","T"
"201","M","M","0.000000","78572.200000","Y","42.346667","21.810000","0.000000","29.280000","1.000000","CC","FreeLocal","Standard","51.090000","4.000000","T"
"2010","M","S","1.000000","84978.100000","N","21.640000","5.030000","7.680000","76.070000","0.000000","CH","FreeLocal","Intnl_discount","88.790000","1.000000","T"
"2014","F","S","0.000000","433.740000","N","60.746667","3.300000","0.000000","40.910000","0.000000","CC","FreeLocal","Standard","44.220000","4.000000","T"
"2015","F","M","2.000000","16962.200000","N","45.360000","18.600000","0.000000","8.960000","0.000000","CC","Budget","Standard","27.570000","2.000000","F"
"2027","F","M","0.000000","55221.000000","N","61.000000","0.490000","0.000000","15.200000","0.000000","CC","FreeLocal","Standard","15.690000","1.000000","F"
"2029","M","M","0.000000","95448.600000","Y","53.680000","24.240000","0.000000","5.210000","0.000000","CH","Budget","Standard","29.460000","4.000000","F"
"2040","M","M","1.000000","71472.900000","N","41.913333","16.020000","0.000000","114.200000","0.000000","CH","Budget","Standard","130.220000","2.000000","T"
"2056","M","M","2.000000","53010.800000","N","18.840000","12.450000","0.000000","46.420000","4.000000","CC","FreeLocal","Standard","58.870000","2.000000","F"
"2060","M","M","0.000000","19749.300000","N","60.366667","20.220000","0.000000","13.940000","0.000000","CC","Budget","Standard","34.170000","1.000000","F"
"2062","M","M","2.000000","20078.000000","N","32.846667","9.650000","0.000000","6.330000","0.000000","CC","Budget","Intnl_discount","15.980000","4.000000","F"
"2063","F","M","2.000000","47902.000000","N","26.033333","17.440000","4.940000","49.920000","1.000000","Auto","FreeLocal","Standard","72.310000","3.000000","F"
"2068","M","S","2.000000","89459.900000","N","53.280000","11.540000","1.610000","22.900000","0.000000","CC","FreeLocal","Standard","36.050000","2.000000","T"
"2073","F","M","2.000000","42031.800000","N","50.753333","20.450000","0.000000","39.330000","0.000000","CH","Budget","Intnl_discount","59.780000","2.000000","F"
"2085","M","S","0.000000","74460.700000","Y","55.340000","25.530000","0.990000","179.930000","0.000000","CC","FreeLocal","Standard","206.460000","3.000000","T"
"2087","F","S","2.000000","28787.400000","N","41.666667","27.970000","0.000000","58.090000","0.000000","Auto","Budget","Standard","86.060000","3.000000","T"
"209","F","S","2.000000","76791.200000","N","61.000000","20.710000","0.000000","23.000000","0.000000","CC","Budget","Intnl_discount","43.710000","4.000000","F"
"2098","F","S","2.000000","19131.100000","N","56.186667","22.150000","0.000000","34.910000","0.000000","Auto","Budget","Standard","57.070000","4.000000","T"
"2101","M","M","0.000000","47870.800000","Y","27.260000","0.000000","1.170000","12.480000","0.000000","CC","FreeLocal","Standard","13.820000","2.000000","F"
"2104","M","M","2.000000","28766.900000","N","46.840000","6.110000","0.000000","58.080000","0.000000","CC","Budget","Standard","64.200000","3.000000","F"
"2119","F","S","0.000000","93322.100000","Y","40.313333","29.920000","0.000000","8.790000","0.000000","CH","Budget","Intnl_discount","38.720000","1.000000","T"
"213","F","D","0.000000","30763.800000","Y","14.193333","21.320000","0.000000","35.850000","0.000000","CC","Budget","Standard","57.170000","4.000000","T"
"2136","F","M","2.000000","86695.400000","N","13.906667","25.940000","0.000000","32.090000","0.000000","CC","FreeLocal","Standard","58.030000","1.000000","F"
"2140","F","M","0.000000","83287.000000","N","41.000000","29.640000","0.000000","90.180000","4.000000","Auto","FreeLocal","Intnl_discount","119.820000","1.000000","F"
"2150","F","M","1.000000","66921.400000","Y","62.000000","15.700000","0.000000","8.970000","0.000000","CC","FreeLocal","Intnl_discount","24.670000","1.000000","F"
"2159","M","M","1.000000","47371.000000","Y","54.960000","4.980000","7.690000","258.290000","0.000000","CC","Budget","Intnl_discount","270.970000","4.000000","F"
"2162","M","S","1.000000","16432.100000","Y","20.920000","20.410000","8.890000","80.470000","0.000000","CH","Budget","Intnl_discount","109.780000","2.000000","T"
"2168","F","M","2.000000","59691.300000","N","38.040000","21.940000","0.000000","256.700000","0.000000","CC","Budget","Standard","278.650000","2.000000","F"
"2186","F","M","2.000000","57483.900000","N","44.026667","17.010000","0.000000","27.290000","0.000000","CH","Budget","Standard","44.300000","3.000000","F"
"2188","F","S","2.000000","21274.000000","N","45.526667","10.870000","0.000000","32.430000","0.000000","Auto","FreeLocal","Standard","43.310000","1.000000","T"
"2189","F","M","2.000000","28267.000000","N","30.093333","21.870000","0.000000","192.530000","0.000000","CC","FreeLocal","Standard","214.410000","4.000000","F"
"2191","F","M","2.000000","36725.100000","N","55.793333","8.650000","9.220000","77.000000","0.000000","CH","Budget","Standard","94.880000","4.000000","F"
"2221","F","M","2.000000","98003.700000","Y","26.273333","1.030000","0.000000","83.390000","0.000000","CC","FreeLocal","Intnl_discount","84.420000","4.000000","F"
"2222","M","S","0.000000","89142.700000","N","53.693333","3.760000","8.130000","5.010000","0.000000","CC","Budget","Intnl_discount","16.910000","3.000000","T"
"2223","F","S","0.000000","74530.800000","N","63.086667","20.890000","0.490000","106.500000","0.000000","Auto","FreeLocal","Intnl_discount","127.890000","4.000000","F"
"2232","M","M","1.000000","66931.900000","N","63.933333","11.720000","0.390000","5.350000","0.000000","CC","Budget","Standard","17.460000","1.000000","T"
"2240","F","S","1.000000","2800.680000","N","45.673333","28.450000","0.000000","106.300000","0.000000","CC","Budget","Standard","134.750000","4.000000","T"
"225","F","M","0.000000","77000.000000","N","55.000000","0.570000","0.000000","23.890000","2.000000","Auto","Budget","Standard","24.460000","4.000000","F"
"2262","F","M","2.000000","16962.200000","N","45.360000","18.600000","0.000000","8.960000","0.000000","CC","Budget","Standard","27.570000","1.000000","F"
